Timestamp,UserID,Event Name,UUID,Param/killer,Param/timeSurvived,Param/distanceTravelled
14/11/2023 15:53:38,Clare,SurviveAttempt,8ab471350e2a2d4e6c624e472017883f,Brainless,101.02,14
14/11/2023 15:55:13,Clare,SurviveAttempt,c7848da791e9075a29e78a4d27cf22fd,Brainless,54.17,14
14/11/2023 16:35:39,champlain,SurviveAttempt,73aa4fd2dfedcf6e32899edcbc31c1d9,Brainless,75.49,14
14/11/2023 16:36:32,champlain,SurviveAttempt,7c6a7720449bdc43339525ec12b5b9f4,Brainless,32.58,15
14/11/2023 16:38:29,champlain,SurviveAttempt,a8ad7dcee4dbb21584f5d2399497b223,Sentient Slime,103.28,15
5/12/2023 11:31:35,HippyBobby,SurviveAttempt,6d6df9a30ee40059c6b76151fa8f75b0,Brainless,31.83,17
5/12/2023 11:32:39,HippyBobby,SurviveAttempt,caa17ac33beb9dbf8370cdccc66d987f,Brainless,44.38,17
5/12/2023 11:47:01,HelloUnity,SurviveAttempt,fbbc8838a70cd750721b70e6cf0bb486,Brainless,22.92,14
